map	col1	col2	avgrr
5	3950000	4000000	5.845
5	4050000	4099999	5.85
5	4099999	4150000	5.945
5	4200000	4250000	6.04
5	4250000	4300000	6.05
5	4300000	4350000	6.08
5	4350000	4400000	6.125
5	4400000	4450000	6.17
5	4550000	4600000	6.29
5	4600000	4650000	6.335
5	4850000	4900000	6.51
5	4950000	5000000	6.47
5	5000000	5050000	6.47
5	5100000	5150000	6.485
5	5200000	5250000	6.48
5	5250000	5300000	6.44
5	5300000	5350000	6.43
5	5350000	5400000	6.43
5	5400000	5450000	6.4
5	5450000	5500000	6.37
5	5600000	5650000	6.08
5	5650000	5700000	5.970000000000001
5	5750000	5800000	5.83
5	5800000	5850000	5.746666666666667
5	5900000	5950000	5.535
5	5950000	6000000	5.46
5	6000000	6050000	5.3149999999999995
5	6050000	6100000	5.23
5	6100000	6150000	5.06
5	6150000	6200000	4.99
5	6200000	6250000	4.88
5	6300000	6350000	4.74
5	6350000	6400000	4.68
5	6400000	6450000	4.55
5	6450000	6500000	4.51
5	6500000	6550000	4.47
5	6550000	6600000	4.445
5	6600000	6650000	4.42
5	6700000	6750000	4.4
5	6850000	6900000	4.47
5	6950000	7000000	4.55
5	7000000	7050000	4.56
5	7050000	7100000	4.6
5	7100000	7150000	4.62
5	7150000	7200000	4.65
5	7200000	7250000	4.66
5	7300000	7350000	4.715
5	7350000	7400000	4.75
5	7400000	7450000	4.775
5	7450000	7500000	4.79
5	7500000	7550000	4.82
5	7600000	7650000	4.9
5	7850000	7900000	4.91
5	7900000	7950000	4.92
5	7950000	8000000	4.93
5	8000000	8050000	4.93
5	8050000	8100000	4.926666666666667
5	8100000	8150000	4.91
5	8150000	8199999	4.88
5	8199999	8250000	4.84
5	8250000	8300000	4.75
5	8300000	8350000	4.67
5	8350000	8400000	4.6433333333333335
5	8500000	8550000	4.5600000000000005
5	8550000	8600000	4.5125
5	8600000	8650000	4.46
5	8700000	8750000	4.32
5	8750000	8800000	4.31
